Name	Start Date	Location	External URL
Workshop on Graph Learning with Foundation Models	6/9/2025	Sydney, Australia	https://pakdd-glfm-2025.github.io/
Second Joint Egocentric Vision Workshop	6/11/2025	Nashville, TN, USA	https://egovis.github.io/cvpr25/
CVPR 2025 Workshop on Multimodal Algorithmic Reasoning	6/11/2025	Nashville, TN, USA	https://marworkshop.github.io/cvpr25/index.html
The Second Workshop on Computer Vision for Videogames (CV2)	6/11/2025	Nashville, USA	https://sites.google.com/view/cv2-2025/
Multimodal Learning and Applications Workshop	6/11/2025	Nashville, USA	https://mula-workshop.github.io/
The First CVPR Workshop on Foundation and Large Vision Models in Remote Sensing	6/11/2025	Nashville, United States	https://sites.google.com/view/morse2025
4th Computer Vision for Metaverse Workshop	6/11/2025	Nashville, Tennessee	https://sites.google.com/view/cv4metaverse-2025
Responsible Generative AI Workshop (CVPR 2025)	6/11/2025	Nashville, USA	https://sites.google.com/view/cvpr-responsible-genai
2nd CVPR workshop on Efficient Large Vision Models	6/11/2025	Nashville, United States	https://sites.google.com/view/elvm/home
Vision-based Assistants in the Real-World Workshop, CVPR 2025	6/11/2025	Nashville, United States of America	https://varworkshop.github.io
The Fourth Workshop on Federated Learning for Computer Vision	6/11/2025	Nashville, USA	https://fedvision.github.io/fedvision2025/
2nd Mediterranean Symposium on Enterprise-New Technology Synergy 	6/11/2025	Kolea-Tipasa, ALGERIA	https://www.esctech.info
Event-based Vision Workshop 2025	6/11/2025	Nashville, USA	https://tub-rip.github.io/eventvision2025/
EarthVision: Large Scale Computer Vision for Remote Sensing Imagery	6/11/2025	Nashville, United States	https://www.grss-ieee.org/events/earthvision-2025/
CVPR Workshop - Safe Artificial Intelligence for All Domains 2025	6/11/2025	Nashville, USA	https://sites.google.com/view/saiad-2025/
11th International Workshop on Computer Vision in Sports	6/11/2025	Nashville, United States	https://vap.aau.dk/cvsports/
Research Platform Medical Imaging (RPMI) Festival 2025	6/12/2025	Vienna, Austria	https://rpmi.meduniwien.ac.at/rpmi-festival-2025/
The 4th Explainable AI for Computer Vision (XAI4CV) Workshop at CVPR 2025	6/11/2025	Nashville, USA	https://xai4cv.github.io/workshop_cvpr25
The 12th Workshop on Fine-Grained Visual Categorization	6/11/2025	Nashville, USA	https://sites.google.com/view/fgvc12/
Pixel-level Vision Foundation Models	6/12/2025	Nashville, USA	https://sites.google.com/view/pixfoundation/
International Conference  On  Advances in Water Resources (AWaRe: 2025)
	6/10/2025	Bhopal, India	https://conf.manit.ac.in/aware2025_draft_fjkjkfhsjkghsd/
59th US Rock Mechanics/Geomechanics Symposium	6/8/2025	Santa Fe, United States	https://santafe2025.armarocks.org/
GLOBAL CONFERENCE IN EMERGING TECHNOLOGY 2025	6/9/2025	PUNE, INDIA	https://ginotech.org/
21st IEEE Workshop on Perception Beyond the Visible Spectrum	6/11/2025	Nashville, USA	https://pbvs-workshop.github.io/
Women in Computer Vision Workshop @ CVPR25	6/11/2025	Nashville, United States	https://sites.google.com/view/wicv-cvpr-2025/home
Exploring the Next Generation of Data Workshop	6/11/2025	Nashville, United States of America	https://sites.google.com/view/nexd25/home
CVPR 2025: The 3rd Workshop on What is Next in Multimodal Foundation Models?	6/11/2025	Nashville, United States	https://sites.google.com/view/mmfm3rdworkshop/home?authuser=0
Workshop on Autonomous Driving	6/11/2025	Nashville, United States	https://cvpr2025.wad.vision/
Domain Generalization: Evolution, Breakthroughs, and Future Horizons	6/11/2025	Nashville, United States of America	https://cvpr25workshop.m-haris-khan.com
International Conference on Innovations in Engineering and Emerging Technologies	6/9/2025	Biel/Bienne, Switzerland	https://www.icieet.ch/
V Doctoral Consortium in Computer Science	6/10/2025	Puerto Real, Spain	https://jipii.uca.es/
LSAI, 2nd workshop on Law, Society and Artificial Intelligence	6/9/2025	Pisa, Italy	https://lsai2025.github.io/
Second Workshop on Stimulating Cognitive Engagement in Hybrid Decision-Making: Friction, Reliance, and Biases	6/10/2025	Pisa, Italy	https://sites.google.com/view/frictional-ai/home
SYNERGY 2025	6/9/2025	Pisa, Italy	https://synergy.trx.li/
Wireless, Antenna & Microwave Symposium	6/5/2025	Chennai, India	https://wams2025.iiitdm.ac.in/
5th International Conference on Advanced Computational and Communication Paradigms 2025	6/6/2025	Rangpo, India	https://icaccpa.in/
2nd International Conference on "Sustainable Materials, Structures and IoT (SMSI-2025)	6/7/2025	Dhenkanal, India	http://www.smsi.co.in
1st International Conference Series on Smart Education and Society (ICSES-ILE-AIE2025)	6/5/2025	Bangkok, Thailand	https://www.icses-a-etltc.net/
3rd International Conference on Intelligent Information Management	6/5/2025	Aizuwakamatsu, Japan	https://www.etltc-aiim-dlst.net/
1st International Conference on Intelligent Computing and Knowledge Extraction (ICICKE - 2025)	6/6/2025	Bengaluru, India	https://icicke.in/index.php
Modern Machine Learning Technologies Workshop	6/7/2025	Lviv, Ukraine	https://momlet.in.ua/
International Conference on Advanced Communication, Energy and Big Data (ICACEBD-25)	6/6/2025	Nagpur, India	https://ghrcemn.raisoni.net/ICACEBD-25/
International Conference on Electronics, AI and Computing	6/5/2025	Jalandhar, India	https://eaicnitj.com/
International Conference on Emerging Trends in Industry 4.0 Technologies	6/6/2025	Navi Mumbai, India	https://iceti4t.siesgst.edu.in/
13th International Conference on Frontiers of Intelligent Computing: Theory and Applications (FICTA-2025)	6/6/2025	London, United Kingdom	https://www.ficta.co.uk/
IEEE EUROCON 2025 - 21st International Conference on Smart Technologies	6/4/2025	Gdynia, Poland	https://2025.ieee-eurocon.org/
International School and Conference on Network Science 2025	6/2/2025	Maastricht, The Netherlands	https://netsci2025.github.io/
Foro Ambiental 2025	6/5/2025	Bahía Blanca, Argentina	https://foroambiental.frbb.utn.edu.ar/
First International Conference on Artificial Intelligence, Computation, Communication and Network Security	5/6/2025	Dubai, UAE	https://aiccons.com/
Intermediartes 2025 - International Conference on Media, Arts and Interaction	6/3/2025	Vila do Conde, Portugal	https://intermediartes.com/
2nd International Conference on Technologies for Energy, Agriculture, and Healthcare	6/5/2025	Mumbai, India	https://kjsceicteah2025.somaiya.edu/
7th Summit on Gender Equality in Computing	6/5/2025	Piraeus, Greece	http://gec25.unipi.gr
Brazilian Congress on Bioinformatics - X-meeting 2025	6/3/2025	João Pessoa, Brazil	https://x-meeting.com/events/full-papers
2025 International Symposium on Computational Sensing	6/4/2025	Clervaux, Luxembourg	https://www.iscs2025.com/
TENET: Temporal Networks-Satellite Netsci 2025	6/2/2025	Maastricht, Netherlands	https://sites.google.com/view/tenet-netsci/home
INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCES AND SUSTAINABLE TECHNOLOGIES	6/5/2025	Bangalore, India	
INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES IN ENGINEERING APPLICATIONS	6/5/2025	Puducherry , India	https://smvec.ac.in/icetea2025
International Conference on Advanced Research and Innovations in Civil Engineering	6/5/2025	Kochi, Ernakulam, India	https://arice.co.in/
Fifth International Conference on Innovations in Computational Intelligence and Computer Vision	6/4/2025	Jaipur, India	https://icicv.co.in/
International Conference on Structural Engineering and Construction Management	6/4/2025	Kochi, India	https://secon25.fisat.ac.in
International Conference on Management Research Sahrdaya-SIMS (ICMRS'25)	6/5/2025	THRISSUR, INDIA	https://icmrs.sahrdayasims.ac.in
2025 International Image Sensor Workshop	6/2/2025	Awaji, Hyōgo, Japan	https://imagesensors.org
The 26th IEEE International Conference on Mobile Data Management	6/2/2025	Irvine, USA	https://mdm2025.github.io/
INTERNATIONAL SCIENTIFIC SYMPOSIUM "REGION, ENTREPRENEURSHIP, DEVELOPMENT" 2025	6/4/2025	Osijek, Croatia	https://www.efos.unios.hr/konferencije/region-entrepreneurship-development/
3rd Faculty of Engineering and Technology International Conference, University of Ilorin, Nigeria	6/1/2025	Ilorin, Nigeria	http://Feticon.com.ng
The 3rd International Workshop on Mobile Crowdsensing for Smart Cities	6/2/2025	Irvine, USA	https://sites.google.com/view/crowdsencity2025/cfp
International Conference on Information Science, Technology, and Management (ICISTM 2025)	6/3/2025	Bathinda, India	http:// https://auts.ac.in/conferences/cistm-25/international-conefrence-on-information-science-and-technology/
The 8th International Conference on the Dynamics of Information Systems	6/1/2025	London, United Kingdom	https://dis2025.ujep.cz/
6th Workshop on Analytical Metabolomics	5/5/2025	Thessaloniki, Greece	https://websites.auth.gr/metabolomics/
2025 3rd International Conference on Communication, Security, and Artificial Intelligence	4/4/2025	Greater Noida, India	https://iccsai.in/
Spanish Computer Graphics Conference 2025	6/2/2025	Jaén, Spain	https://www.eurographics.es/CEIG25/index_EN.html
XXII Congreso Chileno de Ingeniería de Transporte	6/2/2025	Santiago, Chile	http://www.cchit2025.cl
3rd International Conference on Nature-Based Solutions in Climate Change RESILIENCE 2025	6/3/2025	Jakarta, Indonesia	https://resilience.universitaspertamina.ac.id/
Conference on Optimization and Information Systems	6/1/2025	Bejaia, Algeria	https://cosi.isima.fr/cosi2025/
2nd Workshop on Generative AI for Mobility Data	6/2/2025	Irvine, USA	https://sites.google.com/imtlucca.it/genai4mod-mdm25/home
2nd Cross Domain Fusion for Mobile Data Workshop 25	6/2/2025	Irvine, United Stares of America	https://cdf4md.github.io
11th International Symposium for Brain and Cognitive Science	6/1/2025	Istanbul, Turkiye	http://isbcs2025.bau.edu.tr
Second International Conference on Intelligent Computing and Big Data Analytics	5/30/2025	NAVI MUMBAI, INDIA	https://www.rait.ac.in/icicbda2025/
European Association of Young Economists Annual Meeting 2025	5/29/2025	London , United Kingdom	https://www.eaye.info/eayeam/2025-edition
2025 3rd International Conference on Chemical, Energy Science and Environmental Engineering	5/28/2025	Leuven, Belgium	https://www.cesee.org/
International Conference on on Futuristic Information and Communication	5/30/2025	Bhubaneswar, India	http://icfic.soa.ac.in/
III. International Joint Conference on Engineering, Science and Artificial Intelligence	5/30/2025	Bursa, Turkey	https://conference.aintelia.com/
Fifth International Conference on Innovations in IoT, Robotics & Automation	5/30/2025	Moradabad, India	https://www.iiramit.co.in
National Conference on Role of Science & Technology for Viksit Bharat 2047	5/30/2025	Ahmedabad Gujrat, India	https://indusuni.ac.in/national-conference/
Eight International Conference on Physical Chemistry & Functional Materials	5/29/2025	Bitlis, Turkey	https://2025.pcfm-conference.com/index.html
International Conference on Artificial Intelligence and Sustainable Innovation - 2025	5/30/2025	Jaipur, India	https://icaisi.in/
The 4th International Congress on Natural Products and Sustainable Development	5/29/2025	Rabat, Morocco	https://www.snddconf.com/
call for VAUD projects 2024	11/30/2024	Lausanne, Switzerland	https://www.datascience.ch/call-for-projects/call-for-vaud-projects
International Conference on Applied Mechanics and Optimisation	5/29/2025	Trivandrum, India	https://www.icameo2025.com/
3rd INTERNATIONAL CONFERENCE ON THE NETWORKS AND CRYPTOLOGY (NETCRYPT-25))	5/29/2025	NEW DELHI, INDIA	https://www.netcrypt.org.in/
First International Conference of International Association of Technology and Management	5/28/2025	Pittsburgh, United States	https://iatm.us/iatm-2025-conference
1st International Conference on Building Urban Infrastructure with Leading Design Innovations	5/29/2025	Mohali, India	https://www.cuchd.in/conference/build-2025/
International Conference on Frontiers in Electronics and Smart Technologies	5/30/2025	Mangaluru, India	https://icfest.sitmng.ac.in/
International Conference on Artificial Intelligence and Beyond: Emerging Innovations and Applications	5/30/2025	Pune, India	https://iaib2025.jspmrscoe.edu.in/
IEEE International Conference on Automatic Face and Gesture Recognition 2025 Workshop Proposals	5/26/2025	Clearwater Beach, Florida, USA	https://fg2025.ieee-biometrics.org/participate/workshops/
ENGINEERING SCIENCES AND RESEARCHES STUDENT CONGRESS 2025	5/29/2025	Ankara, Türkiye	https://www.atilim.edu.tr/mubak2025/
Society for the Advancement of Biology Education Research (SABER) East 2025	5/28/2025	Rochester, NY	https://saberbio.wildapricot.org/SABER-East
2025 International Conference on Computational Robotics, Testing and Engineering Evaluation	5/28/2025	Virudhunagar, India	https://edu.ieee.org/in-kalasalingam-ras/conference/
7th International Symposium on Devices, Circuits and Systems	5/27/2025	Kolkata, India	https://isdcs.iiests.ac.in/
Information Processing in Medical Imaging 2025	5/25/2025	Kos Island, Greece	https://ipmi2025.org/
2nd International Workshop on Synthetic Data for Face and Gesture Analysis	5/26/2025	Clearwater, USA	https://sites.google.com/view/sd-fga-2025/
2nd Workshop "New Frontiers in Big Data and Artificial Intelligence" (BDAI 2025)	5/29/2025	Aosta, Italy	https://www.univda.it/bdai2025/
Jaffna Science Association_Annual Session	5/28/2025	Jaffna, Sri Lanka	https://sites.google.com/d/1EUuRiWiz2huKTpM4jG9SUNBaDcPnzGQ4/p/1OuaTyxEzrrZeMzatJQpMtwGHrg88zdbI/edit
Acharya International Design Conference	5/28/2025	Bengaluru, India	https://www.acharya.ac.in/events/asd/aidc/
3rd International Conference on Artificial Intelligence in Management for Business and Industrial Growth Oceania 2025	5/28/2025	Sydney, Australia	https://aimbig.uem.edu.in/
Plastics & Rubber Industry Research Symposium (PRIRS) 2025	3/1/2025	Rajagiriya, Sri Lanka	https://prirs.prisrilanka.com/
Learning And Mining from DatA (LAMDA) 2025 New Students Symposium	5/19/2025	Nanjing, China	https://www.lamda.nju.edu.cn/recruit-2024/recruit-2024.html
7th Intl. Conf. on Imaging, Vision and Pattern Recognition (IVPR); and 12th Intl. Conf. on Informatics, Electronics & Vision (ICIEV)	5/26/2025	Kitakyushu, Japan	http://cennser.org/ICIEV
38th Canadian Artificial Intelligence Conference	5/26/2025	Calgary, Alberta, Canada	https://www.caiac.ca/en/conferences/canadianai-2025/home
13th International Conference on Smart Grid	5/27/2025	Glasgow, United Kingdom	https://www.icsmartgrid.com/
The 19th IEEE International Conference on Automatic Face and Gesture Recognition	5/27/2025	Clearwater, USA	https://fg2025.ieee-biometrics.org/
International Conference on Decision Support System Technology 2025	5/26/2025	Belgrade, Serbia	http://icdsst2025.ewg-dss.com/
The 6th School of Business at Mutah University’s Conference 2025	5/27/2025	Alkarak, Jordan	http://sbmuc2025.com/
International Conference on Military Technologies 2025	5/27/2025	Brno, Czech Republic	https://icmt.cz/
9th International Hydrogen Technologies Congress	5/25/2025	Izmir, Türkiye	https://ihtec2025.org/
Biometrics NTNU 2025	5/27/2025	Gjøvik, Norway	https://www.christoph-busch.de/teaching-biometrics.html
International Conference on Smart Innovations in Electrical Engineering (ICSIEE 2025)	5/27/2025	Kottayam, India	https://mangalam.ac.in/icsiee25
Heidelberg Spring Symposium Medical Informatics 2025	5/28/2025	Heidelberg, Germany	https://ukhd.de/mi-symposium
The 30th International Conference on Database Systems for Advanced Applications	5/24/2025	Singapore, Singapore	https://dasfaa2025.github.io/#/
International Conference on Smart Electronics and Intelligent Computing	5/26/2025	Bengaluru, India	https://www.cmr.edu.in/icseic2024/
13. European Conference on Renewable Energy Systems	5/26/2025	Perugia, Italy	http://www.ecres.net
International Conference on Smart Energy Systems and Solutions	5/25/2025	Jaipur, India	https://icsss.itsr.co.in/
7.International Turkish World Tourism Congress	2/28/2025	Famagusta, North Cyprus	https://turkdunyasi.emu.edu.tr/
International Conference on Smart Energy Systems and Solutions	5/25/2025	Jaipur, India	https://icsss.itsr.co.in/
1st International Education Conference on Fostering Skills and Sustainability	5/20/2025	Aizuwakamatsu, Japan	https://www.icfss-etltc.net/
3rd International Conference in Advances in Power, Signal, and Information Technology	5/23/2025	BHUBANESWAR, INDIA	https://apsit.co.in/
3rd International Conference on Microwave, Optical and Communication Engineering - 2025	5/23/2025	Bhubaneswar, India	https://conference.iitbbs.ac.in/icmoce2025
2025 3rd Asia Conference on Computer Vision, Image Processing and Pattern Recognition (CVIPPR 2025)	5/23/2025	Xiamen, China	https://www.cvippr.net/
2025 3nd Asia Conference on Machine Learning, Algorithms and Neural Networks (MLANN 2025)	5/23/2025	Xiamen, China	http://www.mlann.net/
2025 6th International Conference on Computing, Networks and Internet of Things (CNIOT 2025)	5/23/2025	Shanghai, China	http://www.cniot-conf.net/
2025 6th International Conference on Wireless Communication and Big Data (CWCBD 2025)	5/23/2025	Shanghai, China	http://www.cwcbd.net/
2025 5th International Conference on Information Technology and Cloud Computing (ITCC 2025)	5/23/2025	Shanghai, China	http://www.itcc-conf.net/
2025 4th Eurasian Conference on Frontiers of Computer Science and Information Technology	5/23/2025	Valencia, Spain	http://www.ecfcsit.org
2025 6th International Conference on Control, Communication and Computing (ICCC)	5/23/2025	Thiruvananthapuram, India	https://www.iccc2025.cet.ac.in/
The Eighth Annual Conference on Machine Learning and Optimization	5/22/2025	Zhengzhou, China	https://www7.zzu.edu.cn/mlo2025/
2025 Asia Conference on Communications and 6G	5/22/2025	Bali Island, Indonesia	https://acc6g.org/
6th INTERNATIONAL CONFERENCE OF EMERGING TECHNOLOGIES 2025, BELGAUM, INDIA	5/22/2025	Belgaum, India	https://www.incet.org/
Symposium on Functional Materials Science and Engineering-SFME-2025	5/23/2025	MERSIN, Turkey	https://sfmse.toros.edu.tr/
AFASES 2025 - Scientific Research and Education in the Air Force	5/22/2025	Brasov, Romania	http://www.afahc.ro/ro/afases2025.html
International Conference on Sustainable Computing for Industry 2025	5/23/2025	BARASAT KOLKATA, INDIA	https://www.brainwareuniversity.ac.in/conference/2025/icsci/
National Summit on VLSI for Signal processing - AI Edge	5/23/2025	Hyderabad , India	https://matrusrisociety.org/nsvlsi/
International Conference on Technological, Educational, Social, and International Challenges in the Changing World	5/22/2025	Győr, Hungary	https://tesic.sze.hu/home
The 9th Postgraduate Students Conference	5/24/2025	Sebha, Libya	https://sebhau.edu.ly/psc/psc9/
International Conference on Sustainable Computing for Industry	5/23/2025	BARASAT KOLKATA, INDIA	http:// https://www.brainwareuniversity.ac.in/conference/2025/icsegti/
5th IEEE International Conference on VLSI Systems, Architecture, Technology and Applications	5/23/2025	Bangalore, India	https://www.vlsisata.in/
ISET2025	5/20/2025	Jeju, Korea	https://iemek.org/Conference/ConferenceView.asp?top_param=4&sub_param=1&AC=0&CODE=CC20240803&CpPage=622#CONF
2025 11th International Conference on Computer Technology Applications	5/21/2025	Vienna, Austria	https://iccta.net/
41st IEEE International Conference on Data Engineering - Industrial Track	5/19/2025	Hong Kong, China	https://ieee-icde.org/2025/
41st IEEE International Conference on Data Engineering (ICDE) 2025 Demonstration Track	5/19/2025	Hong Kong, China	https://ieee-icde.org/2025
IEEE International Conference on Data Engineering (ICDE) and IEEE Transactions on Knowledge and Data Engineering (TKDE) 2025	5/19/2025	Hong Kong, China	https://ieee-icde.org/2025/
4th International Workshop on Databases and Machine Learning in conjunction with ICDE 2025	5/19/2025	Hong Kong SAR, China	https://www.wis.ewi.tudelft.nl/dbml2025
European Social Science Genetics Network Conference IV	5/22/2025	Bristol, United Kingdom	https://essgn.org/essgn-conference-iv/
13th NETYS (The International Conference on Networked Systems), 2025	5/21/2025	Rabat, Morocco	https://netys.net/
AFASTUD 2025 - Communicating across Cultures	5/21/2025	Brasov, Romania	http://www.afahc.ro/ro/afastud2025.html
International Conference on “Structural Integrity and Interactions of Materials in Civil Engineering Structures”	5/21/2025	Delhi-NCR, Sonepat, India	https://srmuniversity.ac.in/siimces-2025
ICRA 2025 Workshop Robots in the Wild	5/19/2025	Atlanta, GA, United States of America	https://dartmouthrobotics.github.io/icra-2025-robots-wild/
5th Workshop: Reflections on Representations and Manipulating Deformable Objects at ICRA2025	5/23/2025	Atlanta, USA	https://deformable-workshop.github.io/icra2025/
ICRA 2025/Workshop 25 Years of Aerial Robotics: Challenges and Opportunities	5/19/2025	Atlanta, USA	https://aerial-robotics-workshop-icra.com/call-for-contributions/
2 nd International Conference on Digital Technologies for Sustainable Agriculture	5/22/2025	Ariviyal Nagar, Kilinochchi, Sri Lanka	https://agrhi.com/ICDTSA-2025
ICDE Data Engineering Future Technologies Track 2025	5/19/2025	Hong Kong, China	https://ieee-icde.org/2025/call-for-data-engineering-future-technologies/
Workshop on Field Robotics - ICRA 2025	5/19/2025	Atlanta, USA	https://norlab-ulaval.github.io/icra_workshop_field_robotics/
7th Workshop on Long-term Human Motion Prediction	5/19/2025	Atlanta, USA	https://motionpredictionicra2025.github.io/
Fifth France's International Conference on Complex Systems	5/21/2025	Bordeaux, France	https://iutdijon.u-bourgogne.fr/ccs-france/
The 41st IEEE International Conference on Data Engineering	5/19/2025	Hong Kong, China	https://ieee-icde.org/2025/
17th World Conference on Information Security Education	5/21/2025	Maribor, Slovenia	https://www.ifiptc11.org/wg118-wise
12th Open Identity Summit 2025	5/22/2025	Neubiberg, Germany	https://www.unibw.de/oid
15th FEBST International Conference	5/21/2025	Brela, Croatia	https://conference.efst.hr/
ICRA 2025 Workshop on Advances in Social Robot Navigation: Planning, HRI, and Beyond	5/23/2025	Atlanta, United States of America	https://socialnav2025.pages.dev
The 14th International Conference on Computer Recognition Systems	5/21/2025	Wroclaw, Poland	https://cores.pwr.edu.pl/
Third International Conference on Forthcoming Networks and Sustainability in the AIoT Era	5/22/2025	Istanbul, Turkey	https://fones-aiot.sci-conf.com/
37th Conference of Open Innovations Association FRUCT	5/21/2025	Kufstein, Austria	http://www.fruct.org/conference37
International Conference on Recent Innovations and Trends in Electrical & Electronics Engineering and Computing	5/22/2025	Patna, India	https://sites.google.com/nitp.ac.in/riteec-2025
2025 International Conference on Artificial Intelligence, Automation and Communication	5/20/2025	Denpasar, Indonesia	https://icaac.indonesiaai.org/
ICDE PhD Symposium 2025	5/18/2025	Hong Kong SAR, China	https://ieee-icde.org/2025/call-for-phd-symposium-submissions/
10th International Conference on Scale Space and Variational Methods in Computer Vision 2025	5/18/2025	Totnes, United Kingdom	https://sites.google.com/view/ssvm-2025/
15th Asia-Pacific Conference on Combustion	5/17/2025	Singapore, Singapore	https://aspacc2025.org/
16th European Symposium on Computational Intelligence and Mathematics ESCIM2025	5/18/2025	A Coruña, Spain	http://escim2025.uca.es
IV. International Turkic Energy Union Congress	5/21/2025	Ankara, Türkiye	https://www.tespam.org/tr/iv-international-turkic-energy-union-congress-2025/
10th Marketplace Innovation Workshop (MIW)	5/19/2025	Virtual, Virtual	https://marketplaceinnovation.net/
North American Membrane Society 2025 Annual Meeting	5/17/2025	Nashville, United States	https://membranes.org/nams2025/
34th IEEE Microelectronics Design and Test Symposium	5/19/2025	Albany, NY, USA	https://mdts.ieee.org/
XXV Brazilian Symposium on Geoinformatics	5/19/2025	São José dos Campos, SP, Brazil	https://geoinfobr.github.io/
The 2025 International conference on Image, Video Processing and Artificial Intelligence	5/18/2025	Bangkok, Thailand	https://www.ivpai.org
16th Workshop on Optimization and Learning in Multiagent Systems	5/19/2025	Detroit, United States of America	https://optlearnmas.github.io/
45th Symposium on Information Theory and Signal Processing	5/19/2025	Boekelo, Netherlands	http:// https://www.utwente.nl/en/eemcs/sitb2025
Graduate Studies Conference	5/20/2025	Istanbul, Turkey	https://sgs.ihu.edu.tr/en/gradcon
13th YSF Research Symposium 2025	7/20/2024	Colombo, Sri Lanka	https://www.nastec.gov.lk/ysfs/ysf_research_symposium
Persidangan Pendidikan Kejuruteraan & Alam Bina: PEKA 2025	5/18/2025	Bangi, Selangor, Malaysia	https://www.ukm.my/p3k/peka2025/
The 1st Workshop on Cognitive and Mental Health Disorder Detection on Social Media at ICDE’25	5/19/2025	Hong Kong, Hong Kong	https://cmhsm.my.canva.site/#home
First Workshop on Data-AI Systems (DAIS)	5/19/2025	Hong Kong, China	https://dais-workshop-icde.github.io/
Novel Approaches for Precision Agriculture and Forestry with Autonomous Robots Workshop	5/19/2025	Atlanta, United States	https://ag-tech-icra2025.com/
ICRA 2025 Workshop on Open Challenges in Robotics for Asset Inspection and Management	5/19/2025	Atlanta, USA	https://ariamhub.com/ocraim/
International Workshop on Coupling of Large Language Models with Vector Data Management (LLM + Vector Data)	5/18/2025	Hong Kong, China	https://llmvdb.github.io/
Multivariate Time Series Analytics workshop	5/19/2025	Hong Kong SAR, China	https://multisa2025.github.io
Joint Workshop of HardBD and Active 2025	5/18/2025	Hong Kong, China	https://hardbd-active.github.io/2025/
Data Engineering Meets Large Language Models: Challenges and Opportunities Workshop@ICDE2025	5/18/2025	Hong Kong, Hong Kong	https://advanced-recommender-systems.github.io/Data-meets-LLMs/
The International Conference on Applied AI, Risk, and Net-Zero Research	5/16/2025	Birmingham, United Kingdom	https://aarnz.com/index.asp
3rd International Conference on Advancements in Smart, Secure And Intelligent Computing	5/16/2025	Bhubaneswar, India	https://assic.info/index.php
2025 3rd International Conference on Intelligent Perception and Computer Vision (CIPCV 2025)	5/16/2025	Hangzhou, China	https://www.cipcv.org/
The International Conference on Management and Business Innovation Studies	5/17/2025	Dubai, UAE	https://icmbis.com/
2nd International Conference on Intelligent Systems, Blockchain, and Communication Technologies	5/17/2025	Cairo, Egypt	http://www.isbcomtech.com
Mediterranean Conference on Computer Science and Artificial Intelligence	5/17/2025	Algiers, Algeria	https://mccsai25.esi.dz/
6th World Conference on Artificial Intelligence: Advances and Applications	5/17/2025	Mandi, India	https://scrs.in/conference/wcaiaa2025
First International Conference on Engineering and Technology for a Sustainable Future (ICETSF 2025)	5/17/2025	Amravati, India	http://www.icetsf.in/
The Third International Conference on Tone and Intonation	5/16/2025	Herrsching, Germany	https://www.tai2025.org/
The 7th International Symposium on Natural Hazards and Disaster Management	5/16/2025	Diyabakır, Turkey	https://www.ishad.info/
2025 48th International Spring Seminar on Electronics Technology	5/14/2025	Budapest, Hungary	https://isse-conf.eu/
IX International Academic Studies Congress (ASC-2025/SPRING)	5/15/2025	İstanbul, Türkiye	https://asc.academicianstudies.com/
7th International Conference On English Learning and Teaching Skills 2025 (ICELTS 2025)	5/16/2025	Sydney, Australia	https://icelts.org/
International Conference on Advances in English Language Studies 2025	5/16/2025	Sydney, Australia	https://icaels.uem.edu.in/
2025 8th International Conference on Environmental and Energy Engineering	5/14/2025	Okinawa, Japan	https://www.ic3e.net/
2025 8th International Conference On Sustainable Development And Green Buildings	5/14/2025	Okinawa, Japan	https://www.icsdgb.org/
VII. Ulusal Turist Rehberliği Kongresi	5/15/2025	Aksaray, Turkey	https://turistrehberligikongresi.org/
3rd International Conference on Data Science and Information System (ICDSIS - 2025)	5/16/2025	Hassan, India	https://icdsis.in/
International Conference on Agriculture and Plantation Management	5/17/2025	Makandura, Sri Lanka	https://incapm.mkd.wyb.ac.lk/
5 th International Conference on Advancement in Nano Electronics & Communication Technologies - 2025	5/16/2025	Jaipur, India	https://icanct.skit.ac.in/
The 13th Conference on Taxonomy and Systematics in Thailand	5/15/2025	Mahasarakham, Thailand	https://bio.msu.ac.th/tst2025/
2025 IEEE 12th Workshop on Advances in Information, Electronic and Electrical Engineering(AIEEE)	5/15/2025	Vilnius, Lithuania	https://vilniustech.lt/international-conference-aieee/conference-overview/370234
The 2nd International Conference on Cryptology, Computer Security, and Applications	5/16/2025	Agadir, MOROCCO	https://i3csa25.sciencesconf.org
FIRST NATIONAL LEVEL RESEARCH CONCLAVE	5/16/2025	Thiagarajar College of Engineering, Madurai, Tamil Nadu, INDIA	https://www.tce.edu/rctce2025
3rd International Conference On Engineering, Social Sciences and Management	5/16/2025	Jaipur, India	http://icessm-2025.sbss.ac.in
2025 IEEE 5th International Conference on Smart Information Systems and Technologies	5/14/2025	Astana, Kazakhstan	http://sist.astanait.edu.kz
International Conference on Artificial Intelligence and Green Computing	5/14/2025	Beni Mellal, Morocco	https://icaigc.com
The 2nd International Symposium on Generative AI and Education	5/15/2025	Malaga, Spain	https://research-conf.com/
32nd Workshop of the International Stroke Genomics Consortium	5/14/2025	Gothenburg, Sweden	https://www.strokegenetics.org/upcoming-workshops/
Third International Conference on Agriculture-Centric Computation	5/13/2025	Guwahati, India	https://event.iitg.ac.in/ica25/
1st International Conference on Computing & Artificial Intelligence, 2025 (ICCA-25)	5/15/2025	Karachi, Pakistan	https://www.shu.edu.pk/icca
Geomatics in the Service of Territorial Planning	5/14/2025	Tangier, Morocco	https://www.geosat.ma/en/
